run_id,as_of,account_id,account_type,industry,action,reason,queued,queue_position,in_holdout,score,rank,snapshot_age_days,intent_imputed,never_contacted,score_if_intent_low,score_if_intent_high,why
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00614,Prospect,Professional Services,HOLD,below the level where this model's ranking carries any signal (score 0.040),False,,False,0.039889252851696824,287,83,True,True,0.0441243072986949,0.04611382029664017,nothing stands out
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00602,Prospect,Financial Services,HOLD,below the level where this model's ranking carries any signal (score 0.042),False,,False,0.04211633736574739,248,152,True,False,0.04657637152526574,0.0439855352306169,2 logged sales contacts
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00369,Prospect,Healthcare,HOLD,below the level where this model's ranking carries any signal (score 0.051),False,,False,0.050762452256607256,160,454,False,False,0.04747503029634021,0.04816326366723395,"third-party intent score of 20, against a typical 25 · 2 logged sales contacts"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00295,Prospect,Manufacturing,HOLD,below the level where this model's ranking carries any signal (score 0.049),False,,False,0.049173324573055385,173,102,False,True,0.0470583256440241,0.049173324573055385,"third-party intent score of 37, against a typical 25"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00109,Suspect,Manufacturing,HOLD,below the level where this model's ranking carries any signal (score 0.051),False,,False,0.05128539230810938,157,618,False,False,0.04796581556325772,0.050119455763830645,"third-party intent score of 22, against a typical 25"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00806,Prospect,Healthcare,HOLD,below the level where this model's ranking carries any signal (score 0.064),False,,False,0.06404574899000844,111,130,False,False,0.07441829739991254,0.06909875601193696,4 logged sales contacts
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00787,Former Customer,Manufacturing,NURTURE,"middle of the range - worth a campaign, not a call",False,,False,0.0906834440762641,54,119,False,True,0.07710356826148469,0.07823509383779009,"started a trial · third-party intent score of 53, against a typical 25 · 5 people active in the trial"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00289,Prospect,Healthcare,HOLD,below the level where this model's ranking carries any signal (score 0.048),False,,False,0.048354854709791256,177,407,False,True,0.04521592393009381,0.04725222353561751,"third-party intent score of 19, against a typical 25"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00935,Suspect,Manufacturing,NURTURE,"middle of the range - worth a campaign, not a call",False,,False,0.10240259693077054,35,234,True,False,0.12083662858864681,0.11012576675126473,5 logged sales contacts · 218 employees · in Manufacturing
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-01414,Prospect,Manufacturing,NURTURE,"middle of the range - worth a campaign, not a call",False,,False,0.07633136106572597,82,115,False,False,0.04818773790039957,0.04888577295220728,"third-party intent score of 24, against a typical 25 · 2 logged sales contacts · 0 website visits in the 90 days to 2026-08-01"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00461,Suspect,Professional Services,NURTURE,"middle of the range - worth a campaign, not a call",False,,False,0.07560638561495713,84,247,True,True,0.08523596514159838,0.08112574723146088,10 website visits in the 90 days to 2026-08-01
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00763,Suspect,Healthcare,HOLD,below the level where this model's ranking carries any signal (score 0.041),False,,False,0.04088057695028009,277,224,True,True,0.04521592393009381,0.04725222353561751,nothing stands out
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00481,Former Customer,Healthcare,HOLD,below the level where this model's ranking carries any signal (score 0.047),False,,False,0.0473981123071941,185,103,True,False,0.050213089907480135,0.04948961356260349,5 marketing leads · listed as a Former Customer · 3 logged sales contacts
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00313,Prospect,Retail,HOLD,below the level where this model's ranking carries any signal (score 0.045),False,,False,0.04533729386290235,210,91,True,False,0.05132571710711539,0.06238867996862235,466 employees · 2 logged sales contacts
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00789,Suspect,Professional Services,HOLD,below the level where this model's ranking carries any signal (score 0.056),False,,False,0.05637843055562307,139,305,False,True,0.04497788708889398,0.047003994447693,"third-party intent score of 53, against a typical 25 · 0 website visits in the 90 days to 2026-08-01"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-01145,Prospect,Manufacturing,HOLD,below the level where this model's ranking carries any signal (score 0.045),False,,False,0.0449628667716611,215,304,False,False,0.047062507861443933,0.04661986026531412,"third-party intent score of 34, against a typical 25 · 3 logged sales contacts"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00561,Prospect,Professional Services,HOLD,below the level where this model's ranking carries any signal (score 0.045),False,,False,0.04545347414143639,208,437,False,False,0.04545347414143639,0.04611382029664017,"third-party intent score of 14, against a typical 25 · 2 logged sales contacts"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-01179,Suspect,Manufacturing,NURTURE,"middle of the range - worth a campaign, not a call",False,,False,0.0755838240105348,85,89,False,True,0.06198839408679513,0.06322995631678147,"third-party intent score of 52, against a typical 25 · 672 employees · 0 website visits in the 90 days to 2026-08-01"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00700,Suspect,Professional Services,NURTURE,"middle of the range - worth a campaign, not a call",False,,False,0.07297778957086674,91,133,True,True,0.0804315672909278,0.08391441835257125,8 website visits in the 90 days to 2026-08-01 · 5 employees
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00049,Prospect,Financial Services,HOLD,below the level where this model's ranking carries any signal (score 0.051),False,,False,0.05066287025632632,161,101,False,True,0.04725622728006421,0.049379659842334306,"third-party intent score of 12, against a typical 25"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-01025,Prospect,Financial Services,HOLD,below the level where this model's ranking carries any signal (score 0.042),False,,False,0.041674142888495504,263,95,True,True,0.04608960271064684,0.04483655641195417,nothing stands out
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00730,Suspect,Financial Services,NURTURE,"middle of the range - worth a campaign, not a call",False,,False,0.09757081236463523,40,302,False,False,0.10014310665835625,0.09757081236463523,"10 website visits in the 90 days to 2026-08-01 · 16 employees · third-party intent score of 41, against a typical 25"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00236,Prospect,Retail,HOLD,below the level where this model's ranking carries any signal (score 0.042),False,,False,0.041921144569072595,257,122,True,True,0.04636150866164821,0.059479970215958515,nothing stands out
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00564,Prospect,Professional Services,HOLD,below the level where this model's ranking carries any signal (score 0.060),False,,False,0.060387990113290727,123,104,True,True,0.06664832498756444,0.06957949383563457,started a trial · 4 people active in the trial · in Professional Services
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-01229,Prospect,Software,HOLD,below the level where this model's ranking carries any signal (score 0.056),False,,False,0.0564704421190701,138,83,False,True,0.04636150866164821,0.048446781882751117,"third-party intent score of 12, against a typical 25"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00980,Suspect,Retail,HOLD,below the level where this model's ranking carries any signal (score 0.051),False,,False,0.05053377622921996,162,138,False,False,0.04726042621333832,0.05750024955761577,"third-party intent score of 20, against a typical 25 · 2 logged sales contacts"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00550,Suspect,Professional Services,HOLD,below the level where this model's ranking carries any signal (score 0.055),False,,False,0.055462798655196405,145,94,False,False,0.045525542867843403,0.044287119799411086,"third-party intent score of 8, against a typical 25 · 5 marketing leads"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00414,Prospect,Financial Services,NURTURE,"middle of the range - worth a campaign, not a call",False,,False,0.07757703759970261,78,105,True,False,0.08993048468184622,0.07802839498538355,4 logged sales contacts · 0 website visits in the 90 days to 2026-08-01
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00839,Prospect,Manufacturing,NURTURE,"middle of the range - worth a campaign, not a call",False,,False,0.08920446052655882,56,112,False,False,0.07369339219491507,0.06842183771276278,"4 logged sales contacts · third-party intent score of 10, against a typical 25 · in Manufacturing"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00376,Former Customer,Financial Services,HOLD,below the level where this model's ranking carries any signal (score 0.047),False,,False,0.04706033064906182,193,83,False,True,0.04608960271064684,0.050253014886932776,"third-party intent score of 29, against a typical 25 · listed as a Former Customer"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00506,Suspect,Software,NURTURE,"middle of the range - worth a campaign, not a call",False,,False,0.10604810116440141,33,20,False,False,0.10872244317299021,0.10121894180391575,"7 logged sales contacts · 0 website visits in the 90 days to 2026-08-01 · third-party intent score of 52, against a typical 25"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00449,Prospect,Manufacturing,HOLD,below the level where this model's ranking carries any signal (score 0.041),False,,False,0.04149859991687924,271,378,True,True,0.04589635135949855,0.04796175472597977,nothing stands out
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00910,Prospect,Healthcare,HOLD,below the level where this model's ranking carries any signal (score 0.047),False,,False,0.04725222353561751,187,384,False,False,0.04657637152526574,0.04725222353561751,"third-party intent score of 48, against a typical 25"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00299,Suspect,Software,HOLD,below the level where this model's ranking carries any signal (score 0.054),False,,False,0.05402246211682925,150,329,True,True,0.06108467116330271,0.06230933514568194,617 employees · 0 website visits in the 90 days to 2026-08-01
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00267,Former Customer,Financial Services,HOLD,below the level where this model's ranking carries any signal (score 0.044),False,,False,0.043544776166441895,231,115,True,True,0.04725622728006421,0.05030988362344896,listed as a Former Customer
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-01290,Suspect,Professional Services,HOLD,below the level where this model's ranking carries any signal (score 0.054),False,,False,0.054122112913932555,149,111,False,True,0.053049261621681366,0.054122112913932555,"third-party intent score of 38, against a typical 25 · 7 website visits in the 90 days to 2026-08-01 · 467 employees"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00285,Suspect,Professional Services,HOLD,below the level where this model's ranking carries any signal (score 0.071),False,,False,0.0706729493953822,95,143,False,True,0.0742963989974045,0.0706729493953822,started a trial · 3 people active in the trial · listed as a Suspect
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-01282,Prospect,Professional Services,HOLD,below the level where this model's ranking carries any signal (score 0.040),False,,False,0.040121218294204015,286,103,True,False,0.04545347414143639,0.04190574300468297,3 logged sales contacts
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-01128,Suspect,Retail,RE_ENRICH,"no intent data for this account, and the value would decide whether it clears the bar; worth buying before anyone calls",False,,False,0.09209820670381863,52,143,True,False,0.10129151227465248,0.12786889017272926,5 people active in the trial · started a trial · listed as a Suspect
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00438,Prospect,Retail,HOLD,below the level where this model's ranking carries any signal (score 0.065),False,,False,0.06508885191105332,109,639,False,True,0.04521592393009381,0.054060448452240235,"third-party intent score of 4, against a typical 25"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-01491,Prospect,Retail,CALL_WITH_CAVEAT,"top tier; information is 290 days old, so treat the activity as historical",False,,True,0.20939284337910957,1,290,False,False,0.22708850256445115,0.24732799779361309,5 logged sales contacts · 188 employees · 3 people active in the trial
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00273,Former Customer,Professional Services,HOLD,below the level where this model's ranking carries any signal (score 0.041),False,,False,0.04139031485025373,273,464,False,True,0.0438649187950359,0.04783744661345802,listed as a Former Customer
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00972,Suspect,Retail,HOLD,below the level where this model's ranking carries any signal (score 0.040),False,,False,0.03972853515385622,288,62,True,False,0.04501104925329573,0.052557341877806946,nothing stands out
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00391,Former Customer,Retail,RE_ENRICH,"no intent data for this account, and the value would decide whether it clears the bar; worth buying before anyone calls",False,,False,0.0893375356770386,55,150,True,False,0.09439647870915652,0.12084270409647967,11 website visits in the 90 days to 2026-08-01 · listed as a Former Customer · 2 logged sales contacts
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00116,Prospect,Healthcare,HOLD,below the level where this model's ranking carries any signal (score 0.048),False,,False,0.048446781882751117,176,647,False,False,0.04775470041351147,0.048446781882751117,"third-party intent score of 42, against a typical 25"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00130,Prospect,Healthcare,HOLD,below the level where this model's ranking carries any signal (score 0.042),False,,False,0.04211633736574739,249,149,True,False,0.04657637152526574,0.04725222353561751,3 logged sales contacts
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00476,Suspect,Financial Services,HOLD,below the level where this model's ranking carries any signal (score 0.045),False,,False,0.04501104925329573,213,131,False,True,0.04501104925329573,0.045929222941666716,"third-party intent score of 18, against a typical 25"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00191,Prospect,Professional Services,HOLD,below the level where this model's ranking carries any signal (score 0.063),False,,False,0.06253597141630658,116,40,False,False,0.04303150895396505,0.0449740672629575,"third-party intent score of 55, against a typical 25"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00287,Prospect,Professional Services,HOLD,below the level where this model's ranking carries any signal (score 0.040),False,,False,0.039653727681091884,289,298,True,True,0.0438649187950359,0.04584329718224122,nothing stands out
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00570,Prospect,Manufacturing,RE_ENRICH,"no intent data for this account, and the value would decide whether it clears the bar; worth buying before anyone calls",False,,False,0.09539632839806324,43,105,True,False,0.11024819159307937,0.10265151813485304,5 logged sales contacts · 0 website visits in the 90 days to 2026-08-01 · in Manufacturing
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00112,Prospect,Financial Services,HOLD,below the level where this model's ranking carries any signal (score 0.070),False,,False,0.06979299013168544,100,81,False,False,0.06979299013168544,0.05897472146346945,"4 logged sales contacts · third-party intent score of 15, against a typical 25 · 145 employees"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00908,Suspect,Financial Services,HOLD,below the level where this model's ranking carries any signal (score 0.063),False,,False,0.06250432815985645,117,525,False,False,0.06250432815985645,0.063755521642341,"started a trial · third-party intent score of 14, against a typical 25 · 0 website visits in the 90 days to 2026-08-01"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00345,Suspect,Manufacturing,HOLD,below the level where this model's ranking carries any signal (score 0.047),False,,False,0.04686504024734423,196,92,True,False,0.05180075754511992,0.04893422735487839,5 marketing leads · 6 website visits in the 90 days to 2026-08-01 · 3 logged sales contacts
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00284,Suspect,Manufacturing,HOLD,below the level where this model's ranking carries any signal (score 0.057),False,,False,0.05691834169751893,135,64,True,False,0.06284304015900123,0.06116371996072342,started a trial · in Manufacturing · 0 website visits in the 90 days to 2026-08-01
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00082,Prospect,Professional Services,NURTURE,"middle of the range - worth a campaign, not a call",False,,False,0.09421547420149011,47,81,False,False,0.09232251426020005,0.08584184567381828,"4 logged sales contacts · 0 website visits in the 90 days to 2026-08-01 · third-party intent score of 53, against a typical 25"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00065,Suspect,Healthcare,CALL_WITH_CAVEAT,"top tier; information is 260 days old, so treat the activity as historical",False,,True,0.13663723152019597,11,260,False,False,0.1282304167727509,0.13348260958077915,"13 website visits in the 90 days to 2026-08-01 · started a trial · third-party intent score of 8, against a typical 25"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00334,Prospect,Professional Services,HOLD,below the level where this model's ranking carries any signal (score 0.039),False,,False,0.03889707325698896,297,115,False,True,0.04303150895396505,0.0449740672629575,nothing stands out
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-01038,Prospect,Professional Services,HOLD,below the level where this model's ranking carries any signal (score 0.051),False,,False,0.051480062756581235,156,273,False,False,0.04814852496850805,0.05030993521215175,"third-party intent score of 20, against a typical 25 · 7 website visits in the 90 days to 2026-08-01"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-01263,Former Customer,Software,HOLD,below the level where this model's ranking carries any signal (score 0.046),False,,False,0.045742444853988935,205,67,False,True,0.04588095959835884,0.048850303924468236,"third-party intent score of 30, against a typical 25 · listed as a Former Customer"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00707,Prospect,Manufacturing,HOLD,below the level where this model's ranking carries any signal (score 0.045),False,,False,0.0449628667716611,216,71,False,False,0.047062507861443933,0.04661986026531412,"third-party intent score of 33, against a typical 25 · 2 logged sales contacts"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-01227,Suspect,Retail,HOLD,below the level where this model's ranking carries any signal (score 0.057),False,,False,0.056955287729839765,134,177,False,False,0.05958000519001452,0.07439804150484519,"started a trial · third-party intent score of 27, against a typical 25"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-01411,Prospect,Retail,NURTURE,"middle of the range - worth a campaign, not a call",False,,False,0.07954199806076186,74,69,False,False,0.07453713751828014,0.09483534079748651,"8 website visits in the 90 days to 2026-08-01 · third-party intent score of 22, against a typical 25"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00371,Former Customer,Financial Services,CALL_WITH_CAVEAT,"top tier; information is 256 days old, so treat the activity as historical",True,1.0,False,0.20447911195127128,2,256,False,False,0.10389830773953156,0.10248479146695494,"8 website visits in the 90 days to 2026-08-01 · third-party intent score of 64, against a typical 25 · started a trial"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00541,Suspect,Manufacturing,HOLD,below the level where this model's ranking carries any signal (score 0.046),False,,False,0.04631195067318344,199,101,False,False,0.048471392849474666,0.048016161650673725,"third-party intent score of 32, against a typical 25 · 3 logged sales contacts"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00015,Prospect,Software,HOLD,below the level where this model's ranking carries any signal (score 0.064),False,,False,0.06404574899000844,112,83,True,False,0.07441829739991254,0.06909875601193696,4 logged sales contacts
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00824,Former Customer,Retail,HOLD,below the level where this model's ranking carries any signal (score 0.044),False,,False,0.04354866039399014,230,217,True,False,0.04726042621333832,0.05996959804826929,listed as a Former Customer · 2 logged sales contacts
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-01019,Prospect,Manufacturing,CALL_WITH_CAVEAT,"top tier; information is 130 days old, so treat the activity as historical",True,10.0,False,0.11588595292577854,18,130,False,False,0.09622560462780744,0.08356687375261766,"4 logged sales contacts · third-party intent score of 8, against a typical 25 · 0 website visits in the 90 days to 2026-08-01"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00690,Prospect,Retail,RE_ENRICH,"no intent data for this account, and the value would decide whether it clears the bar; worth buying before anyone calls",False,,False,0.08355112935570029,66,75,True,False,0.09675610966830406,0.10940251835095903,4 logged sales contacts · 0 website visits in the 90 days to 2026-08-01
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-01493,Prospect,Healthcare,NURTURE,"middle of the range - worth a campaign, not a call",False,,False,0.09569658236626725,42,91,False,False,0.09177370474805979,0.09569658236626725,"10 website visits in the 90 days to 2026-08-01 · third-party intent score of 41, against a typical 25"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-01339,Prospect,Healthcare,CALL_WITH_CAVEAT,"top tier; information is 240 days old, so treat the activity as historical",True,14.0,False,0.11189756550402105,24,240,False,True,0.04521592393009381,0.04725222353561751,"third-party intent score of 70, against a typical 25 · 3 website visits in the 90 days to 2026-08-01"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-01266,Suspect,Manufacturing,HOLD,below the level where this model's ranking carries any signal (score 0.049),False,,False,0.049173324573055385,174,48,False,False,0.0470583256440241,0.049173324573055385,"third-party intent score of 39, against a typical 25"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00100,Suspect,Software,CALL_WITH_CAVEAT,"top tier; information is 94 days old, so treat the activity as historical",False,,True,0.11292289808768276,22,94,False,False,0.10837849537846105,0.11292289808768276,"12 website visits in the 90 days to 2026-08-01 · 16 employees · third-party intent score of 42, against a typical 25"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-01155,Prospect,Retail,CALL_NOW,top tier and current (30 days old),True,11.0,False,0.11569926762188526,19,30,False,False,0.07420669618712848,0.07857137673866296,"third-party intent score of 24, against a typical 25 · 7 logged sales contacts"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00873,Prospect,Professional Services,NURTURE,"middle of the range - worth a campaign, not a call",False,,False,0.09678499033697463,41,211,True,False,0.10639131084529058,0.10783694502697466,11 website visits in the 90 days to 2026-08-01 · 29 employees · 2 logged sales contacts
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00631,Prospect,Software,NURTURE,"middle of the range - worth a campaign, not a call",False,,False,0.07656075349865811,80,211,True,True,0.0843471893546082,0.08798337204994763,8 website visits in the 90 days to 2026-08-01 · 38 employees
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00718,Prospect,Manufacturing,NURTURE,"middle of the range - worth a campaign, not a call",False,,False,0.07784778767648635,76,224,False,True,0.04589635135949855,0.04796175472597977,"third-party intent score of 70, against a typical 25 · in Manufacturing"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00400,Suspect,Software,CALL_NOW,top tier and current (86 days old),True,2.0,False,0.1521825408659366,6,86,False,False,0.0990720134471605,0.09216566565495904,"4 logged sales contacts · third-party intent score of 24, against a typical 25 · 0 website visits in the 90 days to 2026-08-01"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00021,Prospect,Professional Services,HOLD,below the level where this model's ranking carries any signal (score 0.040),False,,False,0.039653727681091884,290,99,True,True,0.0438649187950359,0.04584329718224122,nothing stands out
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00537,Prospect,Professional Services,HOLD,below the level where this model's ranking carries any signal (score 0.046),False,,False,0.046148349023860266,201,417,False,True,0.04303150895396505,0.0449740672629575,"third-party intent score of 10, against a typical 25"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00232,Prospect,Retail,CALL_NOW,top tier and current (59 days old),False,,True,0.1408302146932598,10,59,False,False,0.09125512347962388,0.11300438831013225,"third-party intent score of 24, against a typical 25 · 3 people active in the trial · started a trial"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-01157,Suspect,Financial Services,NURTURE,"middle of the range - worth a campaign, not a call",False,,False,0.0742399253387425,88,130,False,True,0.0742399253387425,0.07570706774876776,"3 people active in the trial · started a trial · third-party intent score of 13, against a typical 25"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00657,Prospect,Financial Services,CALL_WITH_CAVEAT,"top tier; information is 305 days old, so treat the activity as historical",True,5.0,False,0.14383239787817576,9,305,False,True,0.09331526056522955,0.08885328829565473,"third-party intent score of 24, against a typical 25 · 8 website visits in the 90 days to 2026-08-01 · 562 employees"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00086,Prospect,Professional Services,HOLD,below the level where this model's ranking carries any signal (score 0.065),False,,False,0.06541165661116945,108,109,False,True,0.06541165661116945,0.06829241677056881,"started a trial · 3 people active in the trial · third-party intent score of 18, against a typical 25"
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00697,Former Customer,Financial Services,HOLD,below the level where this model's ranking carries any signal (score 0.041),False,,False,0.04146825696219563,272,539,True,True,0.04501104925329573,0.04792692233612977,listed as a Former Customer
d4d9ab11-d684-4412-aa31-92245e826041,2026-08-01,ACC-00870,Suspect,Software,HOLD,below the level where this model's ranking carries any signal (score 0.056),False,,False,0.05552714020210112,144,127,False,False,0.06416634584074092,0.05546626030051261,4 logged sales contacts
